Date,Year,Month,Week,District,Grade,Highest_Price,Average_Price,Source_URL
2016-02-09,2016,2,6,Hambantota,H-2,1460.0,1450.0,https://exagri.info/mkt/2016/6.09.february-2016.html
2016-02-09,2016,2,6,Kalutara,Alba,2000.0,2000.0,https://exagri.info/mkt/2016/6.09.february-2016.html
2016-02-09,2016,2,6,Kalutara,C-4,1450.0,1440.0,https://exagri.info/mkt/2016/6.09.february-2016.html
2016-02-09,2016,2,6,Kalutara,C-5,1500.0,1500.0,https://exagri.info/mkt/2016/6.09.february-2016.html
2016-02-09,2016,2,6,Kalutara,H-2,1050.0,1020.0,https://exagri.info/mkt/2016/6.09.february-2016.html
2016-02-09,2016,2,6,Kurunegala,Alba,,,https://exagri.info/mkt/2016/6.09.february-2016.html
2016-02-09,2016,2,6,Kurunegala,C-4,,,https://exagri.info/mkt/2016/6.09.february-2016.html
2016-02-09,2016,2,6,Kurunegala,C-5,,,https://exagri.info/mkt/2016/6.09.february-2016.html
2016-02-09,2016,2,6,Kurunegala,H-2,,,https://exagri.info/mkt/2016/6.09.february-2016.html
2016-02-09,2016,2,6,Matara,Alba,2100.0,2100.0,https://exagri.info/mkt/2016/6.09.february-2016.html
2016-02-09,2016,2,6,Matara,C-4,1600.0,1567.0,https://exagri.info/mkt/2016/6.09.february-2016.html
2016-02-09,2016,2,6,Matara,C-5,1700.0,1647.0,https://exagri.info/mkt/2016/6.09.february-2016.html
2016-02-09,2016,2,6,Matara,H-2,1460.0,1430.0,https://exagri.info/mkt/2016/6.09.february-2016.html
2016-02-09,2016,2,6,Monaragala,Alba,,,https://exagri.info/mkt/2016/6.09.february-2016.html
2016-02-09,2016,2,6,Monaragala,C-4,,,https://exagri.info/mkt/2016/6.09.february-2016.html
2016-02-09,2016,2,6,Monaragala,C-5,,,https://exagri.info/mkt/2016/6.09.february-2016.html
2016-02-09,2016,2,6,Monaragala,H-2,,,https://exagri.info/mkt/2016/6.09.february-2016.html
2016-02-09,2016,2,6,Ratnapura,Alba,2100.0,1966.0,https://exagri.info/mkt/2016/6.09.february-2016.html
2016-02-09,2016,2,6,Ratnapura,C-4,1500.0,1450.0,https://exagri.info/mkt/2016/6.09.february-2016.html
2016-02-09,2016,2,6,Ratnapura,C-5,1550.0,1525.0,https://exagri.info/mkt/2016/6.09.february-2016.html
2016-02-09,2016,2,6,Ratnapura,H-2,1400.0,1275.0,https://exagri.info/mkt/2016/6.09.february-2016.html
2016-02-16,2016,2,7,Average Price,Alba,2200.0,2076.6,https://exagri.info/mkt/2016/7.16.february-2016.html
2016-02-16,2016,2,7,Average Price,C-4,1620.0,1477.5,https://exagri.info/mkt/2016/7.16.february-2016.html
2016-02-16,2016,2,7,Average Price,C-5,1700.0,1594.0,https://exagri.info/mkt/2016/7.16.february-2016.html
2016-02-16,2016,2,7,Average Price,H-2,1480.0,1307.5,https://exagri.info/mkt/2016/7.16.february-2016.html
2016-02-16,2016,2,7,Badulla,Alba,,,https://exagri.info/mkt/2016/7.16.february-2016.html
2016-02-16,2016,2,7,Badulla,C-4,1500.0,1500.0,https://exagri.info/mkt/2016/7.16.february-2016.html
2016-02-16,2016,2,7,Badulla,C-5,1550.0,1550.0,https://exagri.info/mkt/2016/7.16.february-2016.html
2016-02-16,2016,2,7,Badulla,H-2,,,https://exagri.info/mkt/2016/7.16.february-2016.html
2016-02-16,2016,2,7,Colombo,Alba,,,https://exagri.info/mkt/2016/7.16.february-2016.html
2016-02-16,2016,2,7,Colombo,C-4,1575.0,1575.0,https://exagri.info/mkt/2016/7.16.february-2016.html
2016-02-16,2016,2,7,Colombo,C-5,1700.0,1700.0,https://exagri.info/mkt/2016/7.16.february-2016.html
2016-02-16,2016,2,7,Colombo,H-2,1300.0,1300.0,https://exagri.info/mkt/2016/7.16.february-2016.html
2016-02-16,2016,2,7,Galle,Alba,2200.0,2150.0,https://exagri.info/mkt/2016/7.16.february-2016.html
2016-02-16,2016,2,7,Galle,C-4,1620.0,1620.0,https://exagri.info/mkt/2016/7.16.february-2016.html
2016-02-16,2016,2,7,Galle,C-5,1650.0,1650.0,https://exagri.info/mkt/2016/7.16.february-2016.html
2016-02-16,2016,2,7,Galle,H-2,1480.0,1470.0,https://exagri.info/mkt/2016/7.16.february-2016.html
2016-02-16,2016,2,7,Gampaha,Alba,,,https://exagri.info/mkt/2016/7.16.february-2016.html
2016-02-16,2016,2,7,Gampaha,C-4,1250.0,1115.0,https://exagri.info/mkt/2016/7.16.february-2016.html
2016-02-16,2016,2,7,Gampaha,C-5,,,https://exagri.info/mkt/2016/7.16.february-2016.html
2016-02-16,2016,2,7,Gampaha,H-2,,,https://exagri.info/mkt/2016/7.16.february-2016.html
2016-02-16,2016,2,7,Hambantota,Alba,2100.0,2100.0,https://exagri.info/mkt/2016/7.16.february-2016.html
2016-02-16,2016,2,7,Hambantota,C-4,1570.0,1570.0,https://exagri.info/mkt/2016/7.16.february-2016.html
2016-02-16,2016,2,7,Hambantota,C-5,1600.0,1600.0,https://exagri.info/mkt/2016/7.16.february-2016.html
2016-02-16,2016,2,7,Hambantota,H-2,1470.0,1465.0,https://exagri.info/mkt/2016/7.16.february-2016.html
2016-02-16,2016,2,7,Kalutara,Alba,2000.0,2000.0,https://exagri.info/mkt/2016/7.16.february-2016.html
2016-02-16,2016,2,7,Kalutara,C-4,1420.0,1410.0,https://exagri.info/mkt/2016/7.16.february-2016.html
2016-02-16,2016,2,7,Kalutara,C-5,1500.0,1500.0,https://exagri.info/mkt/2016/7.16.february-2016.html
2016-02-16,2016,2,7,Kalutara,H-2,1000.0,960.0,https://exagri.info/mkt/2016/7.16.february-2016.html
2016-02-16,2016,2,7,Kurunegala,Alba,,,https://exagri.info/mkt/2016/7.16.february-2016.html
2016-02-16,2016,2,7,Kurunegala,C-4,,,https://exagri.info/mkt/2016/7.16.february-2016.html
2016-02-16,2016,2,7,Kurunegala,C-5,,,https://exagri.info/mkt/2016/7.16.february-2016.html
2016-02-16,2016,2,7,Kurunegala,H-2,,,https://exagri.info/mkt/2016/7.16.february-2016.html
2016-02-16,2016,2,7,Matara,Alba,2100.0,2100.0,https://exagri.info/mkt/2016/7.16.february-2016.html
2016-02-16,2016,2,7,Matara,C-4,1600.0,1580.0,https://exagri.info/mkt/2016/7.16.february-2016.html
2016-02-16,2016,2,7,Matara,C-5,1650.0,1625.0,https://exagri.info/mkt/2016/7.16.february-2016.html
2016-02-16,2016,2,7,Matara,H-2,1480.0,1464.0,https://exagri.info/mkt/2016/7.16.february-2016.html
2016-02-16,2016,2,7,Monaragala,Alba,,,https://exagri.info/mkt/2016/7.16.february-2016.html
2016-02-16,2016,2,7,Monaragala,C-4,,,https://exagri.info/mkt/2016/7.16.february-2016.html
2016-02-16,2016,2,7,Monaragala,C-5,,,https://exagri.info/mkt/2016/7.16.february-2016.html
2016-02-16,2016,2,7,Monaragala,H-2,,,https://exagri.info/mkt/2016/7.16.february-2016.html
2016-02-16,2016,2,7,Ratnapura,Alba,2100.0,2033.0,https://exagri.info/mkt/2016/7.16.february-2016.html
2016-02-16,2016,2,7,Ratnapura,C-4,1450.0,1450.0,https://exagri.info/mkt/2016/7.16.february-2016.html
2016-02-16,2016,2,7,Ratnapura,C-5,1550.0,1533.0,https://exagri.info/mkt/2016/7.16.february-2016.html
2016-02-16,2016,2,7,Ratnapura,H-2,1200.0,1186.0,https://exagri.info/mkt/2016/7.16.february-2016.html
2016-02-23,2016,2,8,Average Price,Alba,2200.0,2092.4,https://exagri.info/mkt/2016/8.23.february - 2016.html
2016-02-23,2016,2,8,Average Price,C-4,1650.0,1481.63,https://exagri.info/mkt/2016/8.23.february - 2016.html
2016-02-23,2016,2,8,Average Price,C-5,1700.0,1570.71,https://exagri.info/mkt/2016/8.23.february - 2016.html
2016-02-23,2016,2,8,Average Price,H-2,1500.0,1322.67,https://exagri.info/mkt/2016/8.23.february - 2016.html
2016-02-23,2016,2,8,Badulla,Alba,,,https://exagri.info/mkt/2016/8.23.february - 2016.html
2016-02-23,2016,2,8,Badulla,C-4,1500.0,1500.0,https://exagri.info/mkt/2016/8.23.february - 2016.html
2016-02-23,2016,2,8,Badulla,C-5,1550.0,1550.0,https://exagri.info/mkt/2016/8.23.february - 2016.html
2016-02-23,2016,2,8,Badulla,H-2,,,https://exagri.info/mkt/2016/8.23.february - 2016.html
2016-02-23,2016,2,8,Colombo,Alba,,,https://exagri.info/mkt/2016/8.23.february - 2016.html
2016-02-23,2016,2,8,Colombo,C-4,1650.0,1650.0,https://exagri.info/mkt/2016/8.23.february - 2016.html
2016-02-23,2016,2,8,Colombo,C-5,1700.0,1700.0,https://exagri.info/mkt/2016/8.23.february - 2016.html
2016-02-23,2016,2,8,Colombo,H-2,1500.0,1500.0,https://exagri.info/mkt/2016/8.23.february - 2016.html
2016-02-23,2016,2,8,Galle,Alba,2200.0,2150.0,https://exagri.info/mkt/2016/8.23.february - 2016.html
2016-02-23,2016,2,8,Galle,C-4,1630.0,1625.0,https://exagri.info/mkt/2016/8.23.february - 2016.html
2016-02-23,2016,2,8,Galle,C-5,1650.0,1345.0,https://exagri.info/mkt/2016/8.23.february - 2016.html
2016-02-23,2016,2,8,Galle,H-2,1490.0,1480.0,https://exagri.info/mkt/2016/8.23.february - 2016.html
2016-02-23,2016,2,8,Gampaha,Alba,,,https://exagri.info/mkt/2016/8.23.february - 2016.html
2016-02-23,2016,2,8,Gampaha,C-4,1500.0,1175.0,https://exagri.info/mkt/2016/8.23.february - 2016.html
2016-02-23,2016,2,8,Gampaha,C-5,,,https://exagri.info/mkt/2016/8.23.february - 2016.html
2016-02-23,2016,2,8,Gampaha,H-2,,,https://exagri.info/mkt/2016/8.23.february - 2016.html
2016-02-23,2016,2,8,Hambantota,Alba,2100.0,2100.0,https://exagri.info/mkt/2016/8.23.february - 2016.html
2016-02-23,2016,2,8,Hambantota,C-4,1570.0,1570.0,https://exagri.info/mkt/2016/8.23.february - 2016.html
2016-02-23,2016,2,8,Hambantota,C-5,1600.0,1600.0,https://exagri.info/mkt/2016/8.23.february - 2016.html
2016-02-23,2016,2,8,Hambantota,H-2,1470.0,1465.0,https://exagri.info/mkt/2016/8.23.february - 2016.html
2016-02-23,2016,2,8,Kalutara,Alba,2000.0,2000.0,https://exagri.info/mkt/2016/8.23.february - 2016.html
2016-02-23,2016,2,8,Kalutara,C-4,1400.0,1360.0,https://exagri.info/mkt/2016/8.23.february - 2016.html
2016-02-23,2016,2,8,Kalutara,C-5,1500.0,1500.0,https://exagri.info/mkt/2016/8.23.february - 2016.html
2016-02-23,2016,2,8,Kalutara,H-2,1110.0,1000.0,https://exagri.info/mkt/2016/8.23.february - 2016.html
2016-02-23,2016,2,8,Kurunegala,Alba,,,https://exagri.info/mkt/2016/8.23.february - 2016.html
2016-02-23,2016,2,8,Kurunegala,C-4,,,https://exagri.info/mkt/2016/8.23.february - 2016.html
2016-02-23,2016,2,8,Kurunegala,C-5,,,https://exagri.info/mkt/2016/8.23.february - 2016.html
2016-02-23,2016,2,8,Kurunegala,H-2,,,https://exagri.info/mkt/2016/8.23.february - 2016.html
2016-02-23,2016,2,8,Matara,Alba,2150.0,2112.0,https://exagri.info/mkt/2016/8.23.february - 2016.html
2016-02-23,2016,2,8,Matara,C-4,1600.0,1590.0,https://exagri.info/mkt/2016/8.23.february - 2016.html
2016-02-23,2016,2,8,Matara,C-5,1700.0,1700.0,https://exagri.info/mkt/2016/8.23.february - 2016.html
2016-02-23,2016,2,8,Matara,H-2,1480.0,1458.0,https://exagri.info/mkt/2016/8.23.february - 2016.html
2016-02-23,2016,2,8,Monaragala,Alba,,,https://exagri.info/mkt/2016/8.23.february - 2016.html
2016-02-23,2016,2,8,Monaragala,C-4,,,https://exagri.info/mkt/2016/8.23.february - 2016.html
2016-02-23,2016,2,8,Monaragala,C-5,,,https://exagri.info/mkt/2016/8.23.february - 2016.html
2016-02-23,2016,2,8,Monaragala,H-2,,,https://exagri.info/mkt/2016/8.23.february - 2016.html
2016-02-23,2016,2,8,Ratnapura,Alba,2200.0,2100.0,https://exagri.info/mkt/2016/8.23.february - 2016.html
2016-02-23,2016,2,8,Ratnapura,C-4,1450.0,1383.0,https://exagri.info/mkt/2016/8.23.february - 2016.html
2016-02-23,2016,2,8,Ratnapura,C-5,1600.0,1600.0,https://exagri.info/mkt/2016/8.23.february - 2016.html
2016-02-23,2016,2,8,Ratnapura,H-2,1200.0,1033.0,https://exagri.info/mkt/2016/8.23.february - 2016.html
2016-03-01,2016,3,9,Average Price,Alba,2200.0,2069.0,https://exagri.info/mkt/2016/9.01.march-2016.html
2016-03-01,2016,3,9,Average Price,C-4,1650.0,1507.88,https://exagri.info/mkt/2016/9.01.march-2016.html
2016-03-01,2016,3,9,Average Price,C-5,1700.0,1602.71,https://exagri.info/mkt/2016/9.01.march-2016.html
2016-03-01,2016,3,9,Average Price,H-2,1520.0,1169.88,https://exagri.info/mkt/2016/9.01.march-2016.html
2016-03-01,2016,3,9,Badulla,Alba,,,https://exagri.info/mkt/2016/9.01.march-2016.html
2016-03-01,2016,3,9,Badulla,C-4,1500.0,1500.0,https://exagri.info/mkt/2016/9.01.march-2016.html
2016-03-01,2016,3,9,Badulla,C-5,1600.0,1600.0,https://exagri.info/mkt/2016/9.01.march-2016.html
2016-03-01,2016,3,9,Badulla,H-2,900.0,775.0,https://exagri.info/mkt/2016/9.01.march-2016.html
2016-03-01,2016,3,9,Colombo,Alba,,,https://exagri.info/mkt/2016/9.01.march-2016.html
2016-03-01,2016,3,9,Colombo,C-4,1600.0,1600.0,https://exagri.info/mkt/2016/9.01.march-2016.html
2016-03-01,2016,3,9,Colombo,C-5,1700.0,1700.0,https://exagri.info/mkt/2016/9.01.march-2016.html
2016-03-01,2016,3,9,Colombo,H-2,1450.0,1450.0,https://exagri.info/mkt/2016/9.01.march-2016.html
2016-03-01,2016,3,9,Galle,Alba,2200.0,2150.0,https://exagri.info/mkt/2016/9.01.march-2016.html
2016-03-01,2016,3,9,Galle,C-4,1650.0,1630.0,https://exagri.info/mkt/2016/9.01.march-2016.html
2016-03-01,2016,3,9,Galle,C-5,1680.0,1650.0,https://exagri.info/mkt/2016/9.01.march-2016.html
2016-03-01,2016,3,9,Galle,H-2,1490.0,1480.0,https://exagri.info/mkt/2016/9.01.march-2016.html
2016-03-01,2016,3,9,Gampaha,Alba,,,https://exagri.info/mkt/2016/9.01.march-2016.html
2016-03-01,2016,3,9,Gampaha,C-4,1500.0,1300.0,https://exagri.info/mkt/2016/9.01.march-2016.html
2016-03-01,2016,3,9,Gampaha,C-5,,,https://exagri.info/mkt/2016/9.01.march-2016.html
2016-03-01,2016,3,9,Gampaha,H-2,,,https://exagri.info/mkt/2016/9.01.march-2016.html
2016-03-01,2016,3,9,Hambantota,Alba,,,https://exagri.info/mkt/2016/9.01.march-2016.html
2016-03-01,2016,3,9,Hambantota,C-4,1650.0,1625.0,https://exagri.info/mkt/2016/9.01.march-2016.html
2016-03-01,2016,3,9,Hambantota,C-5,1650.0,1625.0,https://exagri.info/mkt/2016/9.01.march-2016.html
2016-03-01,2016,3,9,Hambantota,H-2,1520.0,1510.0,https://exagri.info/mkt/2016/9.01.march-2016.html
2016-03-01,2016,3,9,Kalutara,Alba,2000.0,2000.0,https://exagri.info/mkt/2016/9.01.march-2016.html
2016-03-01,2016,3,9,Kalutara,C-4,1420.0,1400.0,https://exagri.info/mkt/2016/9.01.march-2016.html
2016-03-01,2016,3,9,Kalutara,C-5,1500.0,1500.0,https://exagri.info/mkt/2016/9.01.march-2016.html
2016-03-01,2016,3,9,Kalutara,H-2,1000.0,965.0,https://exagri.info/mkt/2016/9.01.march-2016.html
2016-03-01,2016,3,9,Kurunegala,Alba,,,https://exagri.info/mkt/2016/9.01.march-2016.html
2016-03-01,2016,3,9,Kurunegala,C-4,,,https://exagri.info/mkt/2016/9.01.march-2016.html
2016-03-01,2016,3,9,Kurunegala,C-5,,,https://exagri.info/mkt/2016/9.01.march-2016.html
2016-03-01,2016,3,9,Kurunegala,H-2,,,https://exagri.info/mkt/2016/9.01.march-2016.html
2016-03-01,2016,3,9,Matara,Alba,2150.0,2093.0,https://exagri.info/mkt/2016/9.01.march-2016.html
2016-03-01,2016,3,9,Matara,C-4,1620.0,1592.0,https://exagri.info/mkt/2016/9.01.march-2016.html
2016-03-01,2016,3,9,Matara,C-5,1700.0,1628.0,https://exagri.info/mkt/2016/9.01.march-2016.html
2016-03-01,2016,3,9,Matara,H-2,1520.0,1463.0,https://exagri.info/mkt/2016/9.01.march-2016.html
2016-03-01,2016,3,9,Monaragala,Alba,,,https://exagri.info/mkt/2016/9.01.march-2016.html
2016-03-01,2016,3,9,Monaragala,C-4,,,https://exagri.info/mkt/2016/9.01.march-2016.html
2016-03-01,2016,3,9,Monaragala,C-5,,,https://exagri.info/mkt/2016/9.01.march-2016.html
2016-03-01,2016,3,9,Monaragala,H-2,,,https://exagri.info/mkt/2016/9.01.march-2016.html
2016-03-01,2016,3,9,Ratnapura,Alba,2100.0,2033.0,https://exagri.info/mkt/2016/9.01.march-2016.html
2016-03-01,2016,3,9,Ratnapura,C-4,1450.0,1416.0,https://exagri.info/mkt/2016/9.01.march-2016.html
2016-03-01,2016,3,9,Ratnapura,C-5,1550.0,1516.0,https://exagri.info/mkt/2016/9.01.march-2016.html
2016-03-01,2016,3,9,Ratnapura,H-2,1050.0,1016.0,https://exagri.info/mkt/2016/9.01.march-2016.html
2016-03-08,2016,3,10,Badulla,Alba,,,https://exagri.info/mkt/2016/10.08.march-2016.html
2016-03-08,2016,3,10,Badulla,C-4,,,https://exagri.info/mkt/2016/10.08.march-2016.html
2016-03-08,2016,3,10,Badulla,C-5,,,https://exagri.info/mkt/2016/10.08.march-2016.html
2016-03-08,2016,3,10,Badulla,H-2,,,https://exagri.info/mkt/2016/10.08.march-2016.html
2016-03-08,2016,3,10,Colombo,Alba,,,https://exagri.info/mkt/2016/10.08.march-2016.html
2016-03-08,2016,3,10,Colombo,C-4,1550.0,1550.0,https://exagri.info/mkt/2016/10.08.march-2016.html
2016-03-08,2016,3,10,Colombo,C-5,1700.0,1700.0,https://exagri.info/mkt/2016/10.08.march-2016.html
2016-03-08,2016,3,10,Colombo,H-2,1400.0,1400.0,https://exagri.info/mkt/2016/10.08.march-2016.html
2016-03-08,2016,3,10,Galle,Alba,2200.0,2150.0,https://exagri.info/mkt/2016/10.08.march-2016.html
2016-03-08,2016,3,10,Galle,C-4,1650.0,1630.0,https://exagri.info/mkt/2016/10.08.march-2016.html
2016-03-08,2016,3,10,Galle,C-5,1680.0,1650.0,https://exagri.info/mkt/2016/10.08.march-2016.html
2016-03-08,2016,3,10,Galle,H-2,1520.0,1510.0,https://exagri.info/mkt/2016/10.08.march-2016.html
2016-03-08,2016,3,10,Gampaha,Alba,,,https://exagri.info/mkt/2016/10.08.march-2016.html
2016-03-08,2016,3,10,Gampaha,C-4,1700.0,1550.0,https://exagri.info/mkt/2016/10.08.march-2016.html
2016-03-08,2016,3,10,Gampaha,C-5,,,https://exagri.info/mkt/2016/10.08.march-2016.html
2016-03-08,2016,3,10,Gampaha,H-2,,,https://exagri.info/mkt/2016/10.08.march-2016.html
2016-03-08,2016,3,10,Hambantota,Alba,,,https://exagri.info/mkt/2016/10.08.march-2016.html
2016-03-08,2016,3,10,Hambantota,C-4,1600.0,1600.0,https://exagri.info/mkt/2016/10.08.march-2016.html
2016-03-08,2016,3,10,Hambantota,C-5,1600.0,1600.0,https://exagri.info/mkt/2016/10.08.march-2016.html
2016-03-08,2016,3,10,Hambantota,H-2,,,https://exagri.info/mkt/2016/10.08.march-2016.html
2016-03-08,2016,3,10,Kalutara,Alba,2000.0,2000.0,https://exagri.info/mkt/2016/10.08.march-2016.html
2016-03-08,2016,3,10,Kalutara,C-4,1450.0,1415.0,https://exagri.info/mkt/2016/10.08.march-2016.html
2016-03-08,2016,3,10,Kalutara,C-5,1550.0,1550.0,https://exagri.info/mkt/2016/10.08.march-2016.html
2016-03-08,2016,3,10,Kalutara,H-2,1000.0,965.0,https://exagri.info/mkt/2016/10.08.march-2016.html
2016-03-08,2016,3,10,Kurunegala,Alba,,,https://exagri.info/mkt/2016/10.08.march-2016.html
2016-03-08,2016,3,10,Kurunegala,C-4,,,https://exagri.info/mkt/2016/10.08.march-2016.html
2016-03-08,2016,3,10,Kurunegala,C-5,,,https://exagri.info/mkt/2016/10.08.march-2016.html
2016-03-08,2016,3,10,Kurunegala,H-2,,,https://exagri.info/mkt/2016/10.08.march-2016.html
2016-03-08,2016,3,10,Matara,Alba,2150.0,2093.0,https://exagri.info/mkt/2016/10.08.march-2016.html
2016-03-08,2016,3,10,Matara,C-4,1620.0,1605.0,https://exagri.info/mkt/2016/10.08.march-2016.html
2016-03-08,2016,3,10,Matara,C-5,1700.0,1637.0,https://exagri.info/mkt/2016/10.08.march-2016.html
2016-03-08,2016,3,10,Matara,H-2,1520.0,1493.0,https://exagri.info/mkt/2016/10.08.march-2016.html
2016-03-08,2016,3,10,Monaragala,Alba,,,https://exagri.info/mkt/2016/10.08.march-2016.html
2016-03-08,2016,3,10,Monaragala,C-4,,,https://exagri.info/mkt/2016/10.08.march-2016.html
2016-03-08,2016,3,10,Monaragala,C-5,,,https://exagri.info/mkt/2016/10.08.march-2016.html
2016-03-08,2016,3,10,Monaragala,H-2,,,https://exagri.info/mkt/2016/10.08.march-2016.html
2016-03-08,2016,3,10,National,Alba,2200.0,2077.25,https://exagri.info/mkt/2016/10.08.march-2016.html
2016-03-08,2016,3,10,National,C-4,1700.0,1538.0,https://exagri.info/mkt/2016/10.08.march-2016.html
2016-03-08,2016,3,10,National,C-5,1700.0,1620.0,https://exagri.info/mkt/2016/10.08.march-2016.html
2016-03-08,2016,3,10,National,H-2,1520.0,1320.67,https://exagri.info/mkt/2016/10.08.march-2016.html
2016-03-08,2016,3,10,Ratnapura,Alba,2100.0,2066.0,https://exagri.info/mkt/2016/10.08.march-2016.html
2016-03-08,2016,3,10,Ratnapura,C-4,1450.0,1416.0,https://exagri.info/mkt/2016/10.08.march-2016.html
2016-03-08,2016,3,10,Ratnapura,C-5,1600.0,1583.0,https://exagri.info/mkt/2016/10.08.march-2016.html
2016-03-08,2016,3,10,Ratnapura,H-2,1100.0,1066.0,https://exagri.info/mkt/2016/10.08.march-2016.html
2016-03-15,2016,3,11,Badulla,Alba,,,https://exagri.info/mkt/2016/11.15.march-2016.html
2016-03-15,2016,3,11,Badulla,C-4,,,https://exagri.info/mkt/2016/11.15.march-2016.html
2016-03-15,2016,3,11,Badulla,C-5,,,https://exagri.info/mkt/2016/11.15.march-2016.html
2016-03-15,2016,3,11,Badulla,H-2,,,https://exagri.info/mkt/2016/11.15.march-2016.html
2016-03-15,2016,3,11,Colombo,Alba,,,https://exagri.info/mkt/2016/11.15.march-2016.html
2016-03-15,2016,3,11,Colombo,C-4,1600.0,1600.0,https://exagri.info/mkt/2016/11.15.march-2016.html
2016-03-15,2016,3,11,Colombo,C-5,1850.0,1850.0,https://exagri.info/mkt/2016/11.15.march-2016.html
2016-03-15,2016,3,11,Colombo,H-2,1500.0,1500.0,https://exagri.info/mkt/2016/11.15.march-2016.html
2016-03-15,2016,3,11,Galle,Alba,2200.0,2150.0,https://exagri.info/mkt/2016/11.15.march-2016.html
2016-03-15,2016,3,11,Galle,C-4,1650.0,1630.0,https://exagri.info/mkt/2016/11.15.march-2016.html
2016-03-15,2016,3,11,Galle,C-5,1680.0,1650.0,https://exagri.info/mkt/2016/11.15.march-2016.html
2016-03-15,2016,3,11,Galle,H-2,1530.0,1515.0,https://exagri.info/mkt/2016/11.15.march-2016.html
2016-03-15,2016,3,11,Gampaha,Alba,,,https://exagri.info/mkt/2016/11.15.march-2016.html
2016-03-15,2016,3,11,Gampaha,C-4,1600.0,1550.0,https://exagri.info/mkt/2016/11.15.march-2016.html
2016-03-15,2016,3,11,Gampaha,C-5,,,https://exagri.info/mkt/2016/11.15.march-2016.html
2016-03-15,2016,3,11,Gampaha,H-2,,,https://exagri.info/mkt/2016/11.15.march-2016.html
2016-03-15,2016,3,11,Hambantota,Alba,,,https://exagri.info/mkt/2016/11.15.march-2016.html
2016-03-15,2016,3,11,Hambantota,C-4,1630.0,1630.0,https://exagri.info/mkt/2016/11.15.march-2016.html
2016-03-15,2016,3,11,Hambantota,C-5,1630.0,1630.0,https://exagri.info/mkt/2016/11.15.march-2016.html
2016-03-15,2016,3,11,Hambantota,H-2,,,https://exagri.info/mkt/2016/11.15.march-2016.html
2016-03-15,2016,3,11,Kalutara,Alba,2000.0,2000.0,https://exagri.info/mkt/2016/11.15.march-2016.html
2016-03-15,2016,3,11,Kalutara,C-4,1600.0,1480.0,https://exagri.info/mkt/2016/11.15.march-2016.html
2016-03-15,2016,3,11,Kalutara,C-5,1700.0,1585.0,https://exagri.info/mkt/2016/11.15.march-2016.html
2016-03-15,2016,3,11,Kalutara,H-2,1000.0,1000.0,https://exagri.info/mkt/2016/11.15.march-2016.html
2016-03-15,2016,3,11,Kurunegala,Alba,,,https://exagri.info/mkt/2016/11.15.march-2016.html
2016-03-15,2016,3,11,Kurunegala,C-4,,,https://exagri.info/mkt/2016/11.15.march-2016.html
2016-03-15,2016,3,11,Kurunegala,C-5,,,https://exagri.info/mkt/2016/11.15.march-2016.html
2016-03-15,2016,3,11,Kurunegala,H-2,,,https://exagri.info/mkt/2016/11.15.march-2016.html
2016-03-15,2016,3,11,Matara,Alba,2150.0,2125.0,https://exagri.info/mkt/2016/11.15.march-2016.html
2016-03-15,2016,3,11,Matara,C-4,1630.0,1623.0,https://exagri.info/mkt/2016/11.15.march-2016.html
2016-03-15,2016,3,11,Matara,C-5,1700.0,1660.0,https://exagri.info/mkt/2016/11.15.march-2016.html
